+1	+1	 0.873359008242
+1	+1	 0.659858838714
+1	-1	 0.440727350728
-1	-1	 0.307485775181
-1	-1	 0.184973252507
+1	+1	 0.843285358754
+1	+1	 0.790303300771
+1	-1	 0.437833624581
-1	-1	 0.106499362553
+1	+1	 0.67644401524
-1	+1	 0.650284772785
-1	+1	 0.733541094331
+1	+1	 0.834085278879
+1	+1	 0.734561156823
+1	+1	 0.913267854066
-1	-1	 0.373999985131
-1	-1	 0.163908025272
+1	+1	 0.802054447329
-1	-1	 0.378896966631
+1	+1	 0.799553451982
-1	-1	 0.165507174263
+1	-1	 0.445095016298
-1	-1	 0.104058657506
-1	-1	 0.230887554399
-1	-1	 0.0808321027432
+1	+1	 0.73836732468
+1	-1	 0.0757250245756
+1	+1	 0.788891841863
+1	+1	 0.628421990042
-1	-1	 0.0144695794904
-1	-1	 0.0703838400288
+1	-1	 0.172883240247
-1	-1	 0.361215321653
-1	-1	 0.0134183582954
+1	-1	 0.26929793431
+1	+1	 0.743325405692
+1	-1	 0.493186912403
-1	-1	 0.36040108916
-1	-1	 0.494124850042
-1	-1	 0.366061353069
-1	-1	 0.325370660324
+1	+1	 0.605485932091
+1	+1	 0.574262198338
-1	-1	 0.396227773146
+1	+1	 0.825740540206
-1	-1	 0.402268759781
-1	+1	 0.529885837501
-1	-1	 0.0742065774821
-1	-1	 0.187637787775
-1	-1	 0.205799243917
+1	+1	 0.592919678257
+1	+1	 0.640971555379
+1	+1	 0.980684406945
-1	-1	 0.445824852391
+1	-1	 0.48319323837
-1	-1	 0.264713021106
+1	-1	 0.498104914008
-1	-1	 0.243496076364
+1	-1	 0.490246453668
+1	+1	 0.841536525802
+1	-1	 0.0402182847036
+1	+1	 0.947783274837
+1	+1	 0.943205640051
-1	-1	 0.241466475831
+1	+1	 0.54104075245
-1	-1	 0.230069164685
+1	-1	 0.444418569393
+1	+1	 0.873346912646
+1	+1	 0.776393662999
+1	+1	 0.684464268642
-1	-1	 0.227057634566
-1	-1	 0.183527593544
+1	+1	 0.553019457613
+1	+1	 0.864329453554
-1	+1	 0.554903658838
+1	+1	 0.502707350736
+1	+1	 0.838309838612
-1	-1	 0.103473751028
-1	-1	 0.234775139339
-1	-1	 0.301771501346
+1	+1	 0.831913937188
+1	+1	 0.671169232101
+1	+1	 0.508088957244
-1	-1	 0.163485689816
+1	+1	 0.825413480188
+1	+1	 0.505156581921
+1	+1	 0.901106746823
+1	+1	 0.562910561928
+1	-1	 0.470654380472
-1	-1	 0.277771789706
+1	-1	 0.333030640076
+1	+1	 0.73704539388
-1	-1	 0.0915297678621
-1	-1	 0.00816778930636
+1	+1	 0.640077633111
+1	+1	 0.770766905929
-1	-1	 0.455976596149
+1	+1	 0.620869511424
+1	+1	 0.514955213648
+1	-1	 0.0951840750217
-1	-1	 0.250671765805
+1	+1	 0.745401632518
+1	+1	 0.815567317899
+1	+1	 0.917124484052
-1	-1	 0.0960932594607
-1	-1	 0.484459191313
-1	-1	 0.389605555949
-1	-1	 0.407933352996
-1	-1	 0.257691455322
+1	-1	 0.347493921235
-1	-1	 0.232375324422
-1	+1	 0.5
-1	-1	 0.326905706273
+1	+1	 0.856923306851
-1	+1	 0.5
-1	+1	 0.618721311292
+1	-1	 0.469043373053
+1	+1	 0.956589801594
-1	-1	 0.0653096371034
-1	-1	 0.428677219505
-1	-1	 0.497813846353
+1	+1	 0.933285209939
-1	-1	 0.381458725238
-1	-1	 0.146853506599
+1	-1	 0.368672140013
+1	+1	 0.720759628622
+1	+1	 0.855500799284
+1	-1	 0.278177462355
-1	-1	 0.121661200664
-1	-1	 0.20156112181
-1	-1	 0.0607226940457
-1	-1	 0.383246640416
+1	-1	 0.142361216386
-1	-1	 0.450455679347
+1	+1	 0.992357957295
+1	-1	 0.316525805974
-1	+1	 0.650977937014
-1	-1	 0.0609822732694
+1	-1	 0.251631696109
-1	-1	 0.151916197138
+1	+1	 0.51606080152
-1	+1	 0.631250432399
+1	+1	 0.767472161276
-1	-1	 0.0933397600452
+1	-1	 0.146987255501
+1	-1	 0.18807332728
-1	-1	 0.299835656431
-1	-1	 0.0701404977043
+1	+1	 0.534080960815
+1	+1	 0.819887174021
-1	-1	 0.0455855695611
+1	+1	 0.994140674601
+1	+1	 0.795157192811
+1	-1	 0.373049495552
-1	-1	 0.047607733548
+1	+1	 0.820572495635
-1	-1	 0.280959454849
+1	+1	 0.638367650171
+1	+1	 0.878988894239
+1	+1	 0.912635436452
+1	+1	 0.623927203835
-1	-1	 0.0102986357631
-1	-1	 0.193397707204
+1	-1	 0.220250606195
-1	+1	 0.5
-1	-1	 0.141065156122
+1	+1	 0.967325391156
